loss,acc,val_loss,val_acc
18.390897750854492,0.5266079902648926,9.540757179260254,0.6237183809280396
6.442808151245117,0.5563338398933411,4.214592933654785,0.6237183809280396
3.0465750694274902,0.5831553936004639,2.174348831176758,0.6237183809280396
1.7066446542739868,0.5465960502624512,1.3492597341537476,0.47505125403404236
1.1444417238235474,0.5688049793243408,0.9666543006896973,0.5389610528945923
0.8734161853790283,0.5881950855255127,0.7725627422332764,0.6141490340232849
0.7427768111228943,0.5910139083862305,0.7077469825744629,0.5963773131370544
0.6981921195983887,0.5942598581314087,0.6782528758049011,0.6001366972923279
0.6786108613014221,0.5939181447029114,0.6698535084724426,0.5984278917312622
0.6681618690490723,0.5934056639671326,0.6602598428726196,0.6025290489196777
